374.34,399.84,358.54,421.05,435.67,443.33,432.69,431.66,399.47,408.62,493.89,502.01,436.25,434.39,464.2,508.65,653.92,515,541.74,481.58,500,466.97,495.87,516.24,589.17,601.47,517.73,557.36,1429.7,1568.7,4610.3,4681.8,7597.4,7132.1,3763.5,1947.3,1373.6,1140.4,1131.7,1072.9,2558.8,6272,8497.2,9805.1,5456.2,3218.6,1756.6,1533.5,1278.2,1198.1,1055.9,1175,4189.4,7467.9,8717.5,11653,11394,5517.6,3523.2,2286.5,1817.9,1476.9,1234.3,968.89,1044.1,2517.2,5709.9,11837,8360.6,11073,14506,12671,5937.8,3202.3,2587.5,2201.9,1880.2,1313.2,1106.3,1167.1,1848.6,7885.2,9621.7,11476,9671.1,11005,16737,13224,6743,3186.6,2744.9,2592.6,2052.7,1355.3,1120.3,1141.5,1202.8,8627.8,12068,15647
819.16,709.96,700.63,751.33,701.23,2440,10079,22431,15600,10010,5868.5,3523.2,3125,3057.1,5392.1,17752,19171,10892,6707.3,4066.9,3224.8,2786.5,3026.8,3204.2,3688.1,3336.3,2928.8,2380.8,2421.2,2035.5,1991.2,1580.2,1571,1377.6,1186.6,1291.8,1244.1,1144.8,1068.8,897.33,1144.5,986,981.56,944.65,894.25,810.25,779.17,775.86,799.55,832.11,827.65,5168.1,19778,15179,10308,5842.3,3226.7,2712.5,2514.3,2531.7,3771.3,15117,16855,10652,6448.9,4045.4,2775.8,2643.4,2281.4,2211,1908.4,1758.6,2005.1,2873.7,2757.2,2713.1,2362.2,1989.6,2148.1,1941.8,1768.3,1467.7,1490,1397.9,1210.2,1171.6,1094.2,1105.6,1061.1,1005.9,839.33,971.76,878.98,905.91,863.99,805.05,717.08,774.18,1452.1,13192
2237.3,2046.5,1849.3,2237.8,2045.3,2156.9,1990.6,2187.5,2093.3,1824.2,2214.7,2091.3,2062.7,1672.5,2068.3,2189.3,2039.5,1785.5,1863.1,2038.7,1840.2,1637.4,2019.2,2135.5,2098,1619.1,1602.1,2064.4,2007.5,2185.7,1947.5,1896.2,1783.7,1998.7,2029.6,1938.2,2216.3,1927.3,1803.9,1975.2,2144.5,2610,6108,7970.2,7428.3,8961.1,9948.4,8756.3,7827.9,7990.1,8292.1,9497.4,7981.5,7376.1,5655.6,4428.3,3899.3,3056.3,3382.3,2675.2,2457,2328,2118,2265,2266.9,2386.7,2189.4,1970.9,1784.8,1859.4,1863.1,2069.9,2067.8,1682.3,1663.4,1753.9,1756.4,1828.1,1769.7,2066.7,1808,1460.9,1513.5,1846.7,1893.5,1834.6,2198.5,2088.6,1501,1632.5,1828.1,1646.5,1717.9,2049.8,1733.4,1686.2,1520.3,1562,1530.1,1712.5
406.84,381.83,377.35,374.28,409.42,378.44,361.6,366.94,350.98,389.17,435.13,389.87,400.08,393.38,361.93,385,374.74,354.26,425.96,402.29,367.86,369.73,385.16,375.17,357.22,373.66,405.71,370.77,358.69,382.36,356.05,417.43,384.5,376.24,352.55,382.8,378.83,410.14,410.31,395.72,402.26,384.09,415.63,388.76,412.61,424.88,389.43,448.47,382.65,387.48,355.75,337.74,363.11,375.6,363.6,373.46,396.4,428.38,444.66,402.65,400.05,369.06,435.8,424.6,412.46,384.64,416.18,406.88,434.54,458.87,460.7,423.35,421.49,407.36,470.51,433.91,430.05,399.65,427.24,420.79,395.56,416.25,352.96,361.24,411.4,414.24,410.36,410.51,383.81,368.12,402.72,368.85,379.92,398.88,365.2,430.61,400.57,405.91,374.71,398.96
856.47,1014.9,897.01,918.54,854.09,760.58,788.15,674.85,708.42,1224.4,3005.9,4578.3,5356.8,5293.3,3078.4,1637.1,1160,1160.4,1020,1010.1,1080.3,4085.7,5889.7,5750,6504.2,8705.5,7882,6275.7,5509.3,3225.9,1965.3,2032.9,1789.3,1653.4,2025.9,1784,1604.3,1732.7,3601.9,7392.8,7083.3,7537.4,9268.6,8104.9,7725,6999.3,7064.7,6739.1,6047.8,6911.4,7899.6,8815.4,9216,5451.3,2812.7,2067.1,2047.1,1568.8,1561.1,1350,1382.6,1412.3,963.31,850.87,918.74,6061.7,10366,9384.9,8482.4,6690.9,4095.2,4010.9,4894.2,6119.4,6255.8,5222.6,5789.8,6779,8796.1,10175,6679.3,5974.5,9987.8,10882,6978.7,3575.4,2570.9,2148.7,2181.1,1883.3,1793.6,2053.2,1927,1586.7,1677.6,1542.3,1370.2,1784.5,9992.8,10561
1051,2067.2,1604.8,1123.2,2342,2104.2,1443.8,1002.5,853.89,752.65,783.59,737.63,643.28,689.7,673.96,672.32,632.72,807.13,950.58,934.55,1045.6,1031.7,1462.3,1359.4,1075.3,2360.4,1518.5,1268.7,847.53,685.37,701.64,731.11,675.87,531.17,678.54,630.3,653.81,803.25,895.1,1276.1,977.46,1455.6,1970.9,1300.3,1042.9,860.27,1254.4,850.98,693.86,662.91,639.9,680.93,780.41,988.57,1144.5,1129.1,1124,2033.8,1363.3,941.45,840.42,709.26,714.06,643.51,712.59,753.83,802.63,1082,1185.6,1014.8,1743.3,1190.4,836.1,673.2,617.54,497.41,714.91,1120.3,1056.6,1211.3,1002.5,1802.9,1452.2,899.54,787.29,671.16,589.21,593.9,738.37,888.08,971.46,1306.9,1397.6,1010,754.12,565.45,556.67,585.13,728.65,1090.7
2344.3,2258,2723.2,2021.6,2096.6,1975,1990.1,1933.5,1857.7,1799.1,1855.2,1855.7,1893.1,1767,2054.2,2308.1,2173.9,2109,2296.8,2268,2287.2,2320,2109,2088.6,2111.3,2028.5,2228.9,2177,2252.4,3354.8,5105,7899.4,7937.6,8078.3,8703.7,8800.6,10217,10028,9471.7,9602.7,7308.5,6723.7,4719.7,4983.2,4427.4,4568.5,3734.7,3900.8,3295.8,3047.6,2995.3,2933.9,2972.2,2611.5,2391.5,2496.5,2175.4,2162.1,2318.4,2851.8,2593.1,2198.1,2223.4,2227.3,2110.8,2006.8,2339.4,2057.2,1792.1,1940.1,2042,2189.2,2082.2,2061.7,2118.3,2506.6,3058.7,3069.1,2724,2401.1,2618.8,2504.6,2361.3,1939.6,2251.9,2845.9,3676.1,3394.9,3559.6,3860,3355.5,3461.5,3853.4,3453,3623.8,4163.3,6250.7,8444.9,8075.2,8146.6
2903.5,2297.2,3323.1,5763.5,4479.2,6324,5604.9,3465.9,2924.8,2457.9,3251.7,6548,4223.1,7306,4772.7,3051.2,2511.7,2319.6,4160.3,6143.3,5144.9,6401.1,3533.4,2732.2,2680.7,4006,7370.1,4978.8,7299.6,3806.6,2774.4,2655.1,4318.6,7553.3,6386.3,5059.8,2818.4,2496.2,2608.9,6811.7,5023.9,6951.7,3808.9,2950.7,2549.1,4050.7,7396.3,5882.1,4558.7,2934.8,2858.9,2592.1,6796.3,5450.4,6732.4,3774.9,2983.2,2657.4,6034.3,6673.3,7936.5,4524.9,2819.4,2517.7,5360.4,6582,8427.4,4670,3087.8,2820.2,5972.9,6953.5,9063,4446.8,3162.1,2813.3,5702.9,6953.9,8222.7,4449.4,3075.5,3275.3,6242.6,7551.8,8452.8,4054.9,2873.5,3038.8,7491.9,10829,7395.9,3698.9,3579.5,4989.9,8163.2,9672.3,4675.7,3719.4,3187.2,6983.8
1681.1,1877.7,1680.1,1730.1,1730.6,1797.7,1733,1845,1822.6,1836.8,1914.4,1673.4,1933.7,1793.1,1953.9,1790.8,2120.3,1707.2,1962.1,1949,2163.6,1969.7,2182.1,2025.4,2167.5,2162.5,2884.1,3667.2,4157.4,4156,5200.9,4349.6,4140.6,5054.3,5243.1,4957.4,5144.5,4425.5,4705.4,5938.1,5232.5,4678.7,3921.8,3291.5,3306.9,3197.6,3310.9,5059.6,5647.5,5868.4,5235.1,4811.8,4939.8,4759.2,6063.4,5509.4,5485.9,4701.1,4318,4292.3,4995.4,6775.5,6711.7,6956.9,6571.9,5923.9,6658.9,7028.6,6573.9,5542.6,3645.8,3386.1,3033,3101.6,2844.7,4641.8,4940.4,4856,6300.2,8456.3,9804.8,8718.5,7216.8,6463.8,5476.5,4141.3,4030.8,3414.7,3565.2,3015.4,2546.8,2638.1,2511.5,2506.8,2426.6,2584,2648.8,2236.9,2272,2352.5
1204.3,1181.2,1114.2,1108.6,1281,1078.1,1317.6,1255.2,1387.1,1241.1,1216.2,1085.2,1278.1,1167.5,1450.2,1604.9,1382.1,1439,1139.5,1344.7,1427.9,1832.1,2098.7,2383.7,3376.2,4179.4,3887.9,4642.3,4953.9,4587.4,5557.2,5721.1,6028.7,7064.4,6816.4,7714.9,6552.4,3153,1861.4,1426,1392.6,1301.8,1241.1,1258.7,1235.4,1275.8,1400.6,2303.6,1721.2,1607,2604.2,3818.9,4761.9,5655.4,5758.5,6201.3,6299.3,7171.5,7651.8,8683.1,7897.3,8163.5,9758.7,9869.9,5226.1,2241.3,1834.1,1827.5,1658.4,1825.6,1572.5,1442.6,1533.1,1438.8,1454.8,1447.5,2925,4656.2,5161.8,6359.2,7453.1,7535.7,7958.5,7856.1,8980.4,8731.4,10247,11190,11698,6988.8,2732.3,2361.6,2067.8,1756.5,1768.9,1772.9,1969.9,2356.1,2462.2,9759.7
